                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.44231,                0.41058,                0.97298,                0.98188,                0.94827,                0.98156,                0.86589,                0.55388,                0.27934,                 1.0314,               0.004885,               0.004885,               0.004885
                    157,                0.45036,                0.41535,                0.97765,                0.98358,                0.95726,                0.98145,                0.86397,                0.56339,                 0.2699,                 1.0357,               0.004852,               0.004852,               0.004852
                    158,                0.45013,                0.41248,                 0.9787,                0.98619,                0.95743,                0.98133,                0.86293,                  0.558,                0.26141,                 1.0295,               0.004819,               0.004819,               0.004819
                    159,                0.44441,                0.40625,                0.96915,                0.98476,                0.95355,                0.98181,                 0.8584,                0.57183,                0.26755,                 1.0435,               0.004786,               0.004786,               0.004786
                    160,                 0.4437,                0.40444,                0.97525,                0.98079,                0.97021,                0.98212,                 0.8569,                0.57654,                 0.2635,                 1.0532,               0.004753,               0.004753,               0.004753
                    161,                0.44382,                0.39994,                0.97437,                0.98682,                0.95559,                0.98177,                0.85936,                0.57402,                0.27166,                 1.0562,                0.00472,                0.00472,                0.00472
                    162,                0.44653,                0.41478,                0.97801,                0.99059,                0.95455,                0.98247,                0.86036,                0.57144,                0.26418,                 1.0474,               0.004687,               0.004687,               0.004687
                    163,                0.44011,                0.40046,                0.97058,                0.97657,                0.96829,                0.98269,                0.86127,                0.57858,                0.27441,                 1.0515,               0.004654,               0.004654,               0.004654
                    164,                0.43693,                 0.3979,                0.97293,                0.98487,                0.94759,                0.98051,                0.86157,                 0.5693,                0.27763,                 1.0398,               0.004621,               0.004621,               0.004621
                    165,                0.43546,                0.39367,                0.96532,                 0.9766,                0.94904,                0.98174,                0.86217,                0.56685,                0.28191,                 1.0338,               0.004588,               0.004588,               0.004588
                    166,                0.43373,                0.39321,                0.96823,                0.99114,                0.94213,                0.98139,                0.86486,                0.56827,                0.27615,                 1.0263,               0.004555,               0.004555,               0.004555
                    167,                0.43099,                 0.3979,                0.97004,                 0.9881,                0.95194,                0.97893,                0.86102,                0.56931,                0.27482,                 1.0297,               0.004522,               0.004522,               0.004522
                    168,                0.43465,                0.39485,                 0.9657,                 0.9828,                0.96197,                0.98177,                0.86224,                0.56536,                0.27441,                 1.0287,               0.004489,               0.004489,               0.004489
                    169,                0.42501,                0.38515,                0.95856,                0.98326,                 0.9589,                0.97985,                0.86423,                0.56329,                0.26996,                 1.0238,               0.004456,               0.004456,               0.004456
                    170,                0.42895,                0.38428,                0.96025,                0.98937,                 0.9544,                 0.9805,                0.86034,                0.56398,                 0.2747,                 1.0178,               0.004423,               0.004423,               0.004423
                    171,                0.42465,                0.38601,                0.95918,                0.98127,                0.95731,                0.98108,                0.86748,                0.55327,                0.26192,                 1.0113,                0.00439,                0.00439,                0.00439
                    172,                0.41982,                0.37952,                0.96001,                0.98701,                 0.9451,                0.97719,                 0.8663,                0.55732,                0.27313,                 1.0234,               0.004357,               0.004357,               0.004357
                    173,                0.42971,                0.38936,                0.96618,                0.98423,                0.94748,                0.97937,                0.86577,                0.55433,                0.27162,                 1.0307,               0.004324,               0.004324,               0.004324
                    174,                 0.4241,                0.37847,                0.95887,                0.98632,                0.95223,                0.97701,                  0.864,                 0.5496,                0.27843,                 1.0276,               0.004291,               0.004291,               0.004291
                    175,                0.42735,                0.37931,                0.96351,                0.99023,                 0.9523,                0.97828,                0.86603,                0.55073,                0.27712,                 1.0198,               0.004258,               0.004258,               0.004258
                    176,                0.41904,                0.37131,                0.95638,                0.98471,                0.95637,                0.97836,                0.86687,                  0.545,                0.27009,                 1.0164,               0.004225,               0.004225,               0.004225
                    177,                0.42068,                0.37917,                0.96274,                0.98034,                0.95632,                 0.9807,                0.87017,                0.54648,                0.26948,                 1.0307,               0.004192,               0.004192,               0.004192
                    178,                0.41773,                0.37638,                0.96052,                0.98852,                0.95593,                0.98227,                 0.8725,                0.55066,                0.27012,                 1.0354,               0.004159,               0.004159,               0.004159
                    179,                0.41797,                0.37457,                0.95455,                0.98645,                0.96027,                 0.9821,                0.86903,                0.54808,                0.26329,                 1.0324,               0.004126,               0.004126,               0.004126
                    180,                0.41803,                0.37147,                0.95516,                0.98929,                0.96195,                0.98276,                0.87085,                0.54148,                0.25689,                 1.0271,               0.004093,               0.004093,               0.004093
                    181,                0.41554,                 0.3656,                0.95216,                0.98559,                0.95983,                0.98424,                0.86856,                 0.5431,                0.25715,                 1.0211,                0.00406,                0.00406,                0.00406
                    182,                0.40929,                0.36538,                0.94713,                0.97291,                0.95846,                0.98508,                0.87025,                0.54291,                0.25872,                  1.011,               0.004027,               0.004027,               0.004027
                    183,                0.41446,                0.38078,                0.95485,                0.98109,                0.95382,                0.98304,                0.87094,                0.54217,                0.25995,                 1.0176,               0.003994,               0.003994,               0.003994
                    184,                0.40763,                0.36714,                0.95156,                0.98234,                0.95707,                0.98378,                0.87194,                0.54128,                0.25608,                 1.0268,               0.003961,               0.003961,               0.003961
                    185,                0.40779,                0.36586,                0.95328,                0.98727,                0.95424,                 0.9835,                0.87237,                0.54554,                0.25714,                 1.0271,               0.003928,               0.003928,               0.003928
                    186,                0.40145,                0.36855,                 0.9495,                0.98543,                0.94736,                0.97996,                0.86922,                0.54993,                0.25375,                 1.0366,               0.003895,               0.003895,               0.003895
                    187,                0.40505,                0.36674,                0.95058,                0.97105,                 0.9631,                0.98335,                0.87246,                0.55218,                0.26002,                 1.0443,               0.003862,               0.003862,               0.003862
                    188,                0.39491,                0.35533,                0.94445,                0.97612,                0.96104,                0.98482,                0.87097,                0.54647,                0.25791,                 1.0351,               0.003829,               0.003829,               0.003829
                    189,                 0.4019,                0.36621,                0.95337,                0.98606,                 0.9538,                0.98363,                0.86959,                0.54554,                0.25311,                 1.0412,               0.003796,               0.003796,               0.003796
                    190,                0.39837,                0.35627,                0.94803,                0.96799,                 0.9716,                0.98268,                0.86844,                0.54568,                0.24818,                 1.0407,               0.003763,               0.003763,               0.003763
                    191,                0.39898,                0.35718,                0.95202,                0.98345,                0.95701,                0.98207,                0.86853,                0.54555,                0.24767,                 1.0376,                0.00373,                0.00373,                0.00373
                    192,                 0.3994,                0.35737,                0.95397,                0.98968,                0.94972,                0.98252,                0.86941,                0.54269,                0.24982,                  1.032,               0.003697,               0.003697,               0.003697
                    193,                0.39141,                0.34428,                0.94484,                  0.989,                0.95119,                0.98217,                0.86974,                0.54354,                0.25802,                  1.028,               0.003664,               0.003664,               0.003664
                    194,                0.38922,                0.34638,                0.94222,                0.99124,                0.95309,                0.98385,                0.87071,                0.54121,                0.25701,                 1.0221,               0.003631,               0.003631,               0.003631
                    195,                0.39231,                0.35288,                 0.9489,                0.98944,                0.95915,                 0.9855,                0.87116,                0.53908,                0.25925,                 1.0221,               0.003598,               0.003598,               0.003598
                    196,                0.38438,                0.34454,                0.94372,                0.98783,                0.95349,                0.98429,                0.86802,                 0.5398,                0.26049,                   1.02,               0.003565,               0.003565,               0.003565
                    197,                0.38731,                0.34925,                0.93813,                0.98773,                0.95312,                0.98451,                0.87208,                0.53789,                0.25998,                 1.0144,               0.003532,               0.003532,               0.003532
                    198,                0.38574,                0.35132,                 0.9429,                0.98859,                0.95178,                0.98454,                0.87337,                0.53964,                0.25933,                 1.0185,               0.003499,               0.003499,               0.003499
                    199,                0.39077,                0.35102,                0.94491,                0.98544,                0.95648,                0.98523,                0.87342,                0.53731,                0.26035,                 1.0203,               0.003466,               0.003466,               0.003466
                    200,                0.37908,                 0.3409,                0.93763,                0.98701,                0.95536,                 0.9844,                0.87387,                0.54307,                0.25671,                 1.0195,               0.003433,               0.003433,               0.003433
                    201,                0.38206,                0.34398,                0.93821,                0.98458,                0.96329,                0.98494,                0.87385,                0.54106,                0.25286,                 1.0149,                 0.0034,                 0.0034,                 0.0034
                    202,                0.38441,                0.34053,                 0.9367,                0.98919,                 0.9561,                0.98397,                0.87557,                0.53912,                0.25846,                 1.0079,               0.003367,               0.003367,               0.003367
                    203,                0.38611,                0.33873,                0.93668,                0.98974,                 0.9574,                 0.9848,                0.87305,                0.53594,                0.25608,                 1.0008,               0.003334,               0.003334,               0.003334
                    204,                 0.3743,                 0.3312,                0.93073,                0.98706,                0.95788,                0.98616,                0.87555,                0.53634,                0.25982,                0.99929,               0.003301,               0.003301,               0.003301
                    205,                0.37668,                0.33894,                0.93658,                0.98721,                0.95933,                0.98617,                0.87901,                0.53504,                0.25941,                 1.0017,               0.003268,               0.003268,               0.003268
                    206,                0.37727,                0.33571,                0.93614,                0.98816,                0.95719,                 0.9851,                0.87997,                0.53317,                0.25891,                0.99744,               0.003235,               0.003235,               0.003235
                    207,                 0.3734,                 0.3309,                0.93458,                0.98717,                0.95709,                0.98124,                0.87176,                0.53092,                0.26262,                0.99693,               0.003202,               0.003202,               0.003202
                    208,                0.37502,                 0.3356,                0.93128,                0.98555,                0.95223,                0.98136,                 0.8721,                0.53128,                0.26773,                 1.0077,               0.003169,               0.003169,               0.003169
                    209,                0.37154,                0.33176,                0.93344,                0.98624,                0.95804,                0.98321,                0.87206,                 0.5338,                0.26474,                 1.0083,               0.003136,               0.003136,               0.003136
                    210,                0.36515,                0.32581,                0.92894,                0.97777,                0.95913,                0.98169,                0.87036,                0.53325,                0.26249,                 1.0053,               0.003103,               0.003103,               0.003103
                    211,                0.36983,                0.32544,                0.93062,                0.98205,                0.96094,                0.98335,                0.87408,                0.53175,                0.26806,                0.99973,                0.00307,                0.00307,                0.00307
                    212,                0.36583,                0.32246,                0.93142,                0.97844,                0.95728,                0.98347,                0.87676,                0.53252,                0.26484,                 1.0006,               0.003037,               0.003037,               0.003037
                    213,                0.36951,                0.32809,                0.93126,                0.97025,                0.96349,                0.98246,                0.87732,                0.52947,                0.26618,                  1.001,               0.003004,               0.003004,               0.003004
                    214,                0.36753,                0.32918,                0.93173,                0.98197,                0.95875,                0.98205,                0.87948,                 0.5307,                0.26768,                 1.0046,               0.002971,               0.002971,               0.002971
                    215,                0.36696,                0.31811,                0.93144,                0.97875,                0.95564,                0.98011,                0.87359,                0.53295,                0.26562,                 1.0099,               0.002938,               0.002938,               0.002938
                    216,                0.36201,                0.32121,                0.93158,                 0.9838,                0.95696,                0.98078,                0.87461,                0.53377,                0.26644,                 1.0142,               0.002905,               0.002905,               0.002905
                    217,                0.35486,                0.31316,                0.92551,                0.98342,                0.95361,                0.98006,                0.87431,                0.53424,                0.26453,                 1.0197,               0.002872,               0.002872,               0.002872
                    218,                0.36201,                0.32088,                0.93007,                0.97556,                0.95922,                0.98254,                0.87619,                0.53465,                0.26316,                 1.0249,               0.002839,               0.002839,               0.002839
                    219,                0.36164,                0.32514,                0.92925,                0.97849,                 0.9585,                0.98261,                0.87471,                0.53148,                 0.2621,                 1.0212,               0.002806,               0.002806,               0.002806
                    220,                0.35835,                0.31881,                0.92842,                0.98112,                0.96215,                0.98323,                0.87639,                0.53234,                0.25996,                 1.0202,               0.002773,               0.002773,               0.002773
                    221,                0.36277,                0.31672,                0.93042,                 0.9856,                0.96455,                0.98435,                0.87762,                0.53227,                0.25633,                  1.023,                0.00274,                0.00274,                0.00274
                    222,                0.35544,                0.31435,                0.92565,                0.98364,                0.96156,                0.98387,                0.87467,                0.52964,                 0.2531,                 1.0217,               0.002707,               0.002707,               0.002707
                    223,                0.35598,                0.31533,                  0.925,                 0.9889,                0.95619,                0.98384,                0.87585,                0.53107,                0.25093,                 1.0232,               0.002674,               0.002674,               0.002674
                    224,                0.35033,                0.31267,                0.92148,                0.98941,                0.95981,                0.98445,                 0.8765,                0.53506,                0.25259,                 1.0256,               0.002641,               0.002641,               0.002641
                    225,                0.34895,                0.30571,                0.92326,                0.98965,                0.95794,                0.98398,                0.87307,                0.54032,                0.25422,                 1.0332,               0.002608,               0.002608,               0.002608
                    226,                0.34925,                0.30544,                0.91959,                0.98721,                0.95964,                 0.9841,                  0.875,                0.54432,                 0.2534,                 1.0357,               0.002575,               0.002575,               0.002575
                    227,                0.35095,                0.30994,                0.92366,                0.98652,                0.96304,                0.98433,                 0.8757,                0.54475,                0.25313,                 1.0391,               0.002542,               0.002542,               0.002542
                    228,                0.34693,                0.30512,                0.92612,                0.98725,                0.96243,                 0.9862,                0.87843,                0.54355,                0.24752,                 1.0385,               0.002509,               0.002509,               0.002509
                    229,                0.34455,                0.30487,                0.91897,                0.98857,                0.96077,                0.98577,                 0.8797,                0.54264,                0.24635,                  1.038,               0.002476,               0.002476,               0.002476
                    230,                0.34324,                0.30415,                0.91823,                0.98779,                 0.9598,                0.98633,                0.87886,                0.54169,                0.24781,                 1.0408,               0.002443,               0.002443,               0.002443
                    231,                0.34813,                 0.3045,                0.92051,                0.98486,                0.96047,                0.98608,                0.87815,                0.53806,                  0.246,                 1.0381,                0.00241,                0.00241,                0.00241
                    232,                0.34145,                0.29942,                0.92031,                0.97734,                 0.9645,                0.98576,                0.87838,                0.53829,                0.24923,                 1.0404,               0.002377,               0.002377,               0.002377
                    233,                0.34487,                0.30221,                0.91975,                0.98856,                0.95155,                0.98595,                0.87753,                 0.5372,                0.24974,                 1.0414,               0.002344,               0.002344,               0.002344
                    234,                 0.3378,                0.29668,                0.91708,                 0.9904,                0.95224,                0.98557,                0.88031,                0.53432,                0.24575,                 1.0393,               0.002311,               0.002311,               0.002311
                    235,                0.33795,                0.29678,                0.91865,                0.99034,                0.95318,                0.98609,                0.88223,                0.53458,                0.24654,                  1.041,               0.002278,               0.002278,               0.002278
                    236,                0.33992,                0.29919,                0.91591,                0.99246,                 0.9559,                0.98434,                0.88045,                0.53358,                0.24876,                 1.0438,               0.002245,               0.002245,               0.002245
                    237,                 0.3425,                0.29994,                  0.919,                0.98431,                0.96069,                0.98253,                0.87992,                 0.5325,                0.25016,                 1.0444,               0.002212,               0.002212,               0.002212
                    238,                 0.3344,                0.29424,                0.91685,                  0.987,                0.96181,                0.98255,                0.88103,                0.53372,                0.25269,                  1.045,               0.002179,               0.002179,               0.002179
                    239,                0.33493,                0.29349,                 0.9123,                0.98574,                0.96321,                0.98326,                0.88134,                0.53272,                0.25234,                 1.0436,               0.002146,               0.002146,               0.002146
                    240,                0.33149,                0.29082,                0.91355,                0.98998,                0.96064,                0.98395,                0.88147,                0.53087,                0.25011,                 1.0423,               0.002113,               0.002113,               0.002113
                    241,                0.33488,                0.29327,                0.91769,                 0.9877,                0.96087,                0.98439,                0.88209,                0.52892,                0.25148,                 1.0399,                0.00208,                0.00208,                0.00208
                    242,                0.33025,                0.29029,                0.91084,                0.98671,                0.96268,                0.98427,                0.88278,                 0.5263,                0.25069,                 1.0367,               0.002047,               0.002047,               0.002047
                    243,                0.32769,                0.28311,                0.91162,                0.98702,                0.96303,                0.98469,                0.88458,                0.52693,                0.25233,                 1.0353,               0.002014,               0.002014,               0.002014
                    244,                0.32707,                 0.2861,                0.90744,                0.98691,                0.96464,                0.98448,                0.88337,                0.52745,                0.25105,                  1.036,               0.001981,               0.001981,               0.001981
                    245,                0.32343,                0.28503,                0.90547,                0.98661,                0.96513,                0.98412,                0.88355,                0.52692,                0.25137,                 1.0354,               0.001948,               0.001948,               0.001948
                    246,                0.32257,                0.28144,                0.90713,                0.98938,                0.96243,                0.98423,                0.88407,                0.52809,                0.25043,                 1.0345,               0.001915,               0.001915,               0.001915
                    247,                0.32405,                0.28254,                0.90781,                 0.9879,                0.96388,                 0.9842,                 0.8829,                0.52754,                0.25167,                 1.0332,               0.001882,               0.001882,               0.001882
                    248,                0.31847,                 0.2826,                0.90351,                0.98752,                0.96047,                0.98397,                0.88212,                0.52803,                0.25487,                 1.0308,               0.001849,               0.001849,               0.001849
                    249,                0.31883,                0.27789,                0.90692,                0.98775,                0.95941,                 0.9842,                 0.8811,                0.52732,                0.25195,                 1.0293,               0.001816,               0.001816,               0.001816
                    250,                0.31494,                0.27791,                0.90064,                0.98872,                0.95783,                0.98463,                0.88149,                0.52839,                0.25159,                 1.0296,               0.001783,               0.001783,               0.001783
                    251,                0.31594,                0.27632,                0.90478,                0.99074,                0.95717,                 0.9844,                0.88096,                0.52854,                0.25037,                 1.0295,                0.00175,                0.00175,                0.00175
                    252,                0.31793,                  0.285,                0.90721,                 0.9915,                0.95855,                0.98426,                0.88261,                 0.5282,                0.25216,                 1.0288,               0.001717,               0.001717,               0.001717
                    253,                0.31777,                0.27823,                0.90792,                0.99137,                0.95806,                0.98404,                0.88174,                0.52842,                0.25348,                 1.0302,               0.001684,               0.001684,               0.001684
                    254,                0.31317,                0.26995,                0.90592,                0.99116,                0.95751,                0.98377,                0.88031,                0.52899,                0.25248,                 1.0328,               0.001651,               0.001651,               0.001651
                    255,                0.31459,                0.27021,                0.90392,                0.99123,                0.95777,                0.98423,                0.87895,                0.52892,                0.25125,                 1.0344,               0.001618,               0.001618,               0.001618
                    256,                0.30948,                 0.2694,                0.90394,                 0.9915,                0.95779,                0.98478,                0.88116,                0.52908,                0.25099,                 1.0368,               0.001585,               0.001585,               0.001585
                    257,                0.31347,                0.27985,                0.90374,                0.99154,                 0.9585,                0.98413,                 0.8809,                0.52889,                0.25033,                  1.037,               0.001552,               0.001552,               0.001552
                    258,                0.30982,                0.26929,                0.90265,                0.99126,                 0.9595,                0.98418,                0.87942,                0.52785,                0.25123,                 1.0321,               0.001519,               0.001519,               0.001519
                    259,                0.30693,                0.26719,                 0.9038,                0.99102,                0.95859,                0.98424,                0.87956,                0.52665,                 0.2532,                 1.0304,               0.001486,               0.001486,               0.001486
                    260,                0.30596,                0.26906,                0.90017,                0.99045,                0.95855,                0.98453,                0.87888,                0.52604,                 0.2522,                 1.0303,               0.001453,               0.001453,               0.001453
                    261,                0.30818,                0.26812,                0.90601,                0.99005,                0.95819,                0.98452,                0.87946,                0.52635,                 0.2528,                   1.03,                0.00142,                0.00142,                0.00142
                    262,                0.30508,                0.26581,                0.90068,                0.98977,                0.95788,                0.98453,                0.87925,                0.52531,                0.25324,                  1.028,               0.001387,               0.001387,               0.001387
                    263,                 0.2992,                0.26321,                0.89693,                0.98942,                0.95777,                0.98362,                0.87761,                0.52563,                0.25272,                 1.0284,               0.001354,               0.001354,               0.001354
                    264,                0.30846,                0.27303,                0.90191,                0.98902,                0.95791,                0.98369,                 0.8784,                0.52494,                0.25148,                 1.0287,               0.001321,               0.001321,               0.001321
                    265,                0.29938,                0.26563,                0.89864,                0.98946,                 0.9578,                 0.9837,                0.87896,                0.52619,                0.25291,                 1.0293,               0.001288,               0.001288,               0.001288
                    266,                0.30069,                0.26156,                 0.9003,                0.99021,                0.95713,                0.98352,                 0.8792,                0.52693,                0.25284,                  1.029,               0.001255,               0.001255,               0.001255
                    267,                0.30465,                0.26652,                 0.9026,                0.99038,                 0.9575,                0.98384,                0.87958,                 0.5266,                0.25162,                 1.0293,               0.001222,               0.001222,               0.001222
                    268,                0.29877,                0.26463,                0.89891,                0.99087,                0.95745,                0.98383,                0.87892,                0.52779,                0.25366,                 1.0323,               0.001189,               0.001189,               0.001189
                    269,                0.29507,                 0.2606,                0.89701,                0.99086,                0.95688,                0.98381,                0.87932,                0.52756,                0.25383,                  1.033,               0.001156,               0.001156,               0.001156
                    270,                0.29248,                0.25913,                0.89564,                0.99183,                0.95727,                  0.984,                0.87955,                0.52757,                0.25401,                 1.0335,               0.001123,               0.001123,               0.001123
                    271,                0.29599,                0.26157,                0.89909,                0.99178,                0.95735,                0.98407,                0.87873,                0.52737,                0.25277,                 1.0355,                0.00109,                0.00109,                0.00109
                    272,                 0.2973,                0.25929,                0.89895,                0.99182,                0.95704,                  0.984,                0.87945,                0.52695,                0.25307,                 1.0378,               0.001057,               0.001057,               0.001057
                    273,                0.29253,                0.25809,                 0.8981,                0.99082,                0.95767,                0.98404,                0.87996,                0.52683,                0.25065,                  1.039,               0.001024,               0.001024,               0.001024
                    274,                0.29143,                0.25945,                0.89815,                0.99079,                 0.9579,                0.98402,                0.88068,                0.52689,                0.25104,                 1.0394,               0.000991,               0.000991,               0.000991
                    275,                0.29213,                0.25929,                0.89581,                0.99008,                0.95907,                0.98404,                0.88063,                0.52743,                0.25246,                 1.0405,               0.000958,               0.000958,               0.000958
                    276,                0.28351,                0.25139,                0.89294,                0.98994,                0.95913,                  0.984,                0.88077,                0.52786,                 0.2497,                 1.0416,               0.000925,               0.000925,               0.000925
                    277,                0.28873,                0.25288,                0.89127,                0.99032,                0.95736,                0.98383,                0.87932,                 0.5266,                0.25064,                 1.0412,               0.000892,               0.000892,               0.000892
                    278,                0.28903,                0.25488,                0.89816,                0.99299,                0.95819,                0.98389,                0.88027,                 0.5266,                0.25129,                 1.0418,               0.000859,               0.000859,               0.000859
                    279,                 0.2803,                0.24843,                0.89297,                0.99281,                0.95847,                0.98382,                0.88075,                0.52671,                0.25117,                  1.042,               0.000826,               0.000826,               0.000826
                    280,                0.27893,                0.24722,                0.88822,                0.99067,                0.95886,                0.98397,                0.88017,                0.52748,                 0.2507,                 1.0436,               0.000793,               0.000793,               0.000793
                    281,                0.28072,                0.24816,                0.88994,                0.99098,                 0.9586,                0.98376,                0.88095,                0.52805,                 0.2511,                 1.0447,                0.00076,                0.00076,                0.00076
                    282,                0.28047,                0.24622,                0.89237,                0.99083,                0.95917,                0.98394,                0.88137,                0.52837,                0.25044,                 1.0454,               0.000727,               0.000727,               0.000727
                    283,                0.28063,                0.24578,                0.89405,                0.99089,                 0.9597,                0.98405,                0.88226,                0.52813,                0.25084,                 1.0455,               0.000694,               0.000694,               0.000694
                    284,                0.28346,                0.25398,                0.89122,                0.99018,                0.95939,                0.98354,                0.88132,                0.52877,                0.25255,                 1.0461,               0.000661,               0.000661,               0.000661
                    285,                0.27554,                0.24294,                0.88776,                0.98992,                0.95951,                0.98371,                0.87954,                0.52928,                0.25239,                 1.0462,               0.000628,               0.000628,               0.000628
                    286,                0.28128,                0.25051,                0.89244,                0.98955,                0.96122,                0.98391,                0.88016,                0.52874,                 0.2521,                  1.046,               0.000595,               0.000595,               0.000595
                    287,                0.27566,                0.24063,                0.88832,                0.98953,                0.96155,                0.98387,                0.88062,                 0.5287,                0.25199,                 1.0463,               0.000562,               0.000562,               0.000562
                    288,                0.27776,                0.24169,                 0.8917,                 0.9896,                0.96173,                 0.9839,                0.88105,                0.52857,                0.25267,                 1.0471,               0.000529,               0.000529,               0.000529
                    289,                0.27764,                0.24325,                0.88651,                0.98947,                0.96201,                0.98389,                0.88081,                0.52872,                0.25209,                 1.0472,               0.000496,               0.000496,               0.000496
                    290,                0.27722,                0.24752,                0.88866,                0.98943,                0.96218,                0.98392,                  0.881,                0.52917,                0.25253,                 1.0471,               0.000463,               0.000463,               0.000463
                    291,                0.23522,                0.17435,                0.85893,                 0.9889,                0.96217,                0.98384,                0.88052,                 0.5293,                0.25137,                 1.0476,                0.00043,                0.00043,                0.00043
                    292,                0.22432,                0.16124,                0.85012,                0.98871,                0.96234,                0.98385,                0.88044,                0.52991,                0.25028,                 1.0484,               0.000397,               0.000397,               0.000397
                    293,                0.22376,                0.16476,                0.85032,                0.98807,                0.96263,                0.98381,                0.88164,                0.53002,                0.24874,                 1.0495,               0.000364,               0.000364,               0.000364
                    294,                0.22424,                0.16428,                0.85252,                 0.9876,                0.96268,                0.98375,                0.88289,                0.52985,                0.24875,                 1.0501,               0.000331,               0.000331,               0.000331
                    295,                0.21988,                0.16114,                0.85264,                0.99335,                0.96051,                0.98382,                0.88349,                0.52946,                0.24947,                 1.0507,               0.000298,               0.000298,               0.000298
                    296,                 0.2182,                0.15982,                0.85133,                0.99345,                0.96063,                 0.9838,                0.88357,                0.52925,                0.24854,                 1.0514,               0.000265,               0.000265,               0.000265
                    297,                0.21839,                0.16019,                 0.8494,                0.99354,                0.96074,                0.98371,                0.88452,                0.52946,                0.24807,                 1.0528,               0.000232,               0.000232,               0.000232
                    298,                0.21181,                0.15316,                0.84616,                0.99352,                0.96091,                0.98369,                0.88412,                0.52871,                 0.2467,                 1.0526,               0.000199,               0.000199,               0.000199
                    299,                0.21416,                0.15807,                0.85305,                0.99344,                0.96098,                0.98373,                0.88487,                 0.5283,                0.24731,                 1.0534,               0.000166,               0.000166,               0.000166
                    300,                0.20988,                0.15485,                0.84568,                0.99326,                0.96105,                0.98384,                 0.8843,                0.52838,                0.24785,                 1.0545,               0.000133,               0.000133,               0.000133
