                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.65568,                0.68161,                 1.1266,                0.97285,                0.93378,                0.97229,                0.80586,                0.68672,                0.38013,                 1.1504,              0.0003144,              0.0003144,              0.0003144
                     49,                0.63999,                0.65625,                 1.1091,                0.95875,                0.92692,                0.96855,                0.81076,                0.67143,                0.38621,                 1.1294,             0.00030858,             0.00030858,             0.00030858
                     50,                0.65193,                0.68089,                 1.1231,                0.96444,                0.94547,                0.97679,                 0.8149,                 0.6817,                0.36326,                 1.1393,             0.00030276,             0.00030276,             0.00030276
                     51,                0.65006,                0.67255,                 1.1179,                0.94682,                0.94808,                0.96989,                0.81251,                0.66598,                0.37484,                 1.1376,             0.00029694,             0.00029694,             0.00029694
                     52,                0.61879,                0.63952,                 1.0964,                0.95834,                0.94835,                0.97016,                0.81403,                0.67476,                0.36191,                 1.1271,             0.00029112,             0.00029112,             0.00029112
                     53,                 0.6325,                0.65455,                   1.11,                0.96287,                0.93249,                 0.9722,                0.81503,                0.66567,                0.37292,                 1.1184,              0.0002853,              0.0002853,              0.0002853
                     54,                0.62186,                0.63706,                 1.1021,                0.95059,                0.95041,                0.97775,                0.82714,                0.64399,                0.35697,                 1.1146,             0.00027948,             0.00027948,             0.00027948
                     55,                0.62368,                0.64807,                 1.1059,                0.97273,                0.95446,                0.97461,                0.82443,                0.64297,                0.35476,                 1.1126,             0.00027366,             0.00027366,             0.00027366
                     56,                0.59765,                 0.6118,                 1.0882,                0.97169,                0.93418,                0.97181,                 0.8269,                0.63065,                0.36381,                 1.0996,             0.00026783,             0.00026783,             0.00026783
                     57,                0.60103,                0.61608,                 1.0895,                0.96778,                0.94873,                0.97709,                0.83025,                0.63766,                0.34812,                 1.1085,             0.00026201,             0.00026201,             0.00026201
                     58,                0.58872,                 0.5989,                 1.0827,                0.96411,                0.94946,                 0.9701,                0.82213,                0.64577,                 0.3753,                 1.1198,             0.00025619,             0.00025619,             0.00025619
                     59,                0.59226,                0.59332,                 1.0813,                0.96241,                0.95151,                0.97737,                0.82558,                0.65814,                0.34678,                 1.1453,             0.00025037,             0.00025037,             0.00025037
                     60,                 0.5801,                0.58591,                 1.0745,                0.96465,                0.95794,                0.97735,                0.83015,                0.63628,                0.34732,                 1.0988,             0.00024455,             0.00024455,             0.00024455
                     61,                0.57977,                 0.5786,                 1.0708,                0.96573,                0.94909,                0.97599,                0.82827,                0.63708,                0.33989,                  1.121,             0.00023873,             0.00023873,             0.00023873
                     62,                0.57202,                0.57667,                 1.0655,                0.96738,                0.93569,                0.97138,                0.82463,                0.64913,                0.36622,                 1.1128,             0.00023291,             0.00023291,             0.00023291
                     63,                 0.5629,                0.56982,                 1.0609,                0.94844,                0.94427,                0.97367,                   0.83,                0.62979,                0.35348,                 1.1167,             0.00022709,             0.00022709,             0.00022709
                     64,                0.56703,                0.56536,                 1.0608,                0.95702,                0.93622,                0.97381,                0.83015,                0.63373,                0.36109,                 1.1015,             0.00022126,             0.00022126,             0.00022126
                     65,                0.55708,                0.54772,                  1.059,                0.96816,                0.93988,                0.97467,                0.82823,                0.64479,                0.35085,                 1.1001,             0.00021544,             0.00021544,             0.00021544
                     66,                0.55008,                0.54143,                 1.0506,                0.95418,                0.95403,                0.97617,                  0.838,                 0.6075,                0.34532,                 1.0743,             0.00020962,             0.00020962,             0.00020962
                     67,                 0.5441,                0.54728,                 1.0475,                0.97077,                0.94135,                0.97531,                0.83545,                0.61442,                0.35042,                 1.0873,              0.0002038,              0.0002038,              0.0002038
                     68,                0.54496,                0.54481,                 1.0478,                0.96642,                0.94259,                0.97526,                 0.8363,                0.62905,                0.34736,                 1.0954,             0.00019798,             0.00019798,             0.00019798
                     69,                0.54229,                0.53918,                  1.049,                0.97804,                0.94059,                0.97632,                0.83564,                0.63338,                0.33348,                 1.1153,             0.00019216,             0.00019216,             0.00019216
                     70,                0.53359,                0.53886,                 1.0451,                0.96703,                0.95074,                 0.9747,                0.84118,                0.61734,                 0.3262,                 1.0924,             0.00018634,             0.00018634,             0.00018634
                     71,                0.52925,                0.53117,                 1.0428,                0.95447,                0.95719,                0.97726,                 0.8389,                0.62134,                0.34366,                 1.0845,             0.00018052,             0.00018052,             0.00018052
                     72,                  0.524,                0.51355,                  1.036,                0.96083,                0.95403,                0.97459,                0.83724,                0.61724,                0.32721,                 1.0856,             0.00017469,             0.00017469,             0.00017469
                     73,                0.51747,                0.50631,                 1.0318,                  0.969,                0.93587,                0.97112,                0.83455,                0.60889,                0.34166,                 1.0748,             0.00016887,             0.00016887,             0.00016887
                     74,                0.51563,                0.51201,                 1.0372,                0.97514,                0.95238,                0.97559,                0.83637,                0.62082,                0.33092,                 1.0815,             0.00016305,             0.00016305,             0.00016305
                     75,                0.50869,                0.49782,                  1.025,                0.95461,                0.95745,                0.97772,                0.84075,                0.61794,                0.33499,                 1.0796,             0.00015723,             0.00015723,             0.00015723
                     76,                0.50131,                0.48882,                 1.0223,                0.98149,                0.94195,                0.97746,                0.84294,                0.59754,                0.32206,                 1.0674,             0.00015141,             0.00015141,             0.00015141
                     77,                0.49956,                0.49242,                 1.0234,                0.98081,                0.94367,                0.97567,                0.84341,                0.59146,                0.32524,                 1.0667,             0.00014559,             0.00014559,             0.00014559
                     78,                0.49975,                0.48488,                 1.0235,                0.96818,                0.94715,                0.97869,                0.84192,                0.61003,                0.33199,                 1.0952,             0.00013977,             0.00013977,             0.00013977
                     79,                0.49072,                0.47945,                  1.022,                0.97613,                0.93192,                0.97115,                0.83364,                0.60349,                0.32383,                 1.0809,             0.00013395,             0.00013395,             0.00013395
                     80,                0.49425,                0.47764,                  1.024,                0.97816,                0.94824,                0.97657,                0.84497,                0.60133,                 0.3225,                 1.0913,             0.00012813,             0.00012813,             0.00012813
                     81,                 0.4795,                0.46068,                 1.0128,                0.97222,                0.95819,                0.97421,                0.84937,                0.59174,                0.31601,                  1.061,              0.0001223,              0.0001223,              0.0001223
                     82,                0.47049,                0.44356,                0.99994,                0.97537,                0.95152,                0.97586,                 0.8485,                0.59663,                0.32066,                 1.0657,             0.00011648,             0.00011648,             0.00011648
                     83,                 0.4716,                0.45622,                 1.0038,                0.97621,                0.94626,                0.97726,                0.84754,                0.60127,                0.31506,                 1.0785,             0.00011066,             0.00011066,             0.00011066
                     84,                0.46931,                0.46246,                 1.0037,                0.96803,                0.95053,                0.97485,                0.84424,                0.59825,                0.32573,                 1.0824,             0.00010484,             0.00010484,             0.00010484
                     85,                0.46135,                0.45176,                 1.0025,                0.98162,                0.95758,                0.97739,                0.84865,                0.59093,                0.29946,                 1.0883,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     86,                0.45828,                0.44152,                0.99375,                0.98126,                0.94992,                0.97666,                0.84397,                0.60362,                0.30586,                  1.092,             9.3198e-05,             9.3198e-05,             9.3198e-05
